MAE,MAPE,MSE,RMSE,data_seed,dataset,epochs,experiment,held_out_battery,learning_rate,method,min_test_length,n_sequences,n_train,resample_minutes,test_cycles,timestamp,torch_seed,torch_version,train_length,weight_decay
0.16788995123692516,0.05127809689087362,0.05701569148334853,0.2351826832578276,2022,XJTU-Batch-1,2000,2,2C_battery-5,0.02,BattNN,20,403.0,30,0.5,403,2026-05-24T20:59:21,2024,2.12.0+cpu,60,0.0005
0.16795254498806195,0.05129681551492015,0.05704658566099832,0.2352474196695432,2022,XJTU-Batch-1,2000,3,2C_battery-5,0.02,BattNN,20,403.0,30,0.5,403,2026-05-24T20:59:21,2025,2.12.0+cpu,60,0.0005
0.1679296312085049,0.05128996314950827,0.05703527449298912,0.23522371968875477,2022,XJTU-Batch-1,2000,4,2C_battery-5,0.02,BattNN,20,403.0,30,0.5,403,2026-05-24T20:59:21,2026,2.12.0+cpu,60,0.0005
0.16789258876470298,0.051278885595294296,0.05701699278787166,0.23518541044351926,2022,XJTU-Batch-1,2000,5,2C_battery-5,0.02,BattNN,20,403.0,30,0.5,403,2026-05-24T20:59:21,2027,2.12.0+cpu,60,0.0005
0.17205197810514863,0.052569376079286266,0.0596338678219666,0.24096570973448633,2022,XJTU-Batch-1,2000,1,2C_battery-6,0.02,BattNN,20,408.0,30,0.5,408,2026-05-24T20:59:21,2023,2.12.0+cpu,60,0.0005
0.17208475108635346,0.05257914953268911,0.05965027043890044,0.24099934238883877,2022,XJTU-Batch-1,2000,2,2C_battery-6,0.02,BattNN,20,408.0,30,0.5,408,2026-05-24T20:59:21,2024,2.12.0+cpu,60,0.0005
0.17197305305149002,0.05254583797147738,0.05959436685250337,0.24088469701091408,2022,XJTU-Batch-1,2000,3,2C_battery-6,0.02,BattNN,20,408.0,30,0.5,408,2026-05-24T20:59:21,2025,2.12.0+cpu,60,0.0005
0.1719931582677421,0.05255183407258263,0.05960442773850163,0.240905333474123,2022,XJTU-Batch-1,2000,4,2C_battery-6,0.02,BattNN,20,408.0,30,0.5,408,2026-05-24T20:59:21,2026,2.12.0+cpu,60,0.0005
0.17206462908743256,0.05257314882259568,0.059640199262428605,0.24097869265289829,2022,XJTU-Batch-1,2000,5,2C_battery-6,0.02,BattNN,20,408.0,30,0.5,408,2026-05-24T20:59:21,2027,2.12.0+cpu,60,0.0005
0.15841443634157804,0.04835702534831597,0.05168135257436504,0.22437655805600432,2022,XJTU-Batch-1,2000,1,2C_battery-7,0.02,BattNN,20,402.0,30,0.5,402,2026-05-24T20:59:21,2023,2.12.0+cpu,60,0.0005
0.15868624206016196,0.04843888706208755,0.051812197110539485,0.22466346955151031,2022,XJTU-Batch-1,2000,2,2C_battery-7,0.02,BattNN,20,402.0,30,0.5,402,2026-05-24T20:59:21,2024,2.12.0+cpu,60,0.0005
0.1586548207116983,0.04842942452210647,0.05179706634486196,0.22463030855684682,2022,XJTU-Batch-1,2000,3,2C_battery-7,0.02,BattNN,20,402.0,30,0.5,402,2026-05-24T20:59:21,2025,2.12.0+cpu,60,0.0005
0.15858219918461067,0.04840755435860883,0.05176210503570954,0.22455366829910695,2022,XJTU-Batch-1,2000,4,2C_battery-7,0.02,BattNN,20,402.0,30,0.5,402,2026-05-24T20:59:21,2026,2.12.0+cpu,60,0.0005
0.158670371490854,0.04843410768448429,0.051804555099507,0.22464672175062986,2022,XJTU-Batch-1,2000,5,2C_battery-7,0.02,BattNN,20,402.0,30,0.5,402,2026-05-24T20:59:21,2027,2.12.0+cpu,60,0.0005
0.16937623001442073,0.051649239295950285,0.05691223727595063,0.235663840444217,2022,XJTU-Batch-1,2000,1,2C_battery-8,0.02,BattNN,20,420.0,30,0.5,420,2026-05-24T20:59:21,2023,2.12.0+cpu,60,0.0005
0.1693111620804085,0.051629835326097585,0.05688021228528154,0.23559665415237965,2022,XJTU-Batch-1,2000,2,2C_battery-8,0.02,BattNN,20,420.0,30,0.5,420,2026-05-24T20:59:21,2024,2.12.0+cpu,60,0.0005
0.1694014970041402,0.051656773702229146,0.05692467060145968,0.2356899198852789,2022,XJTU-Batch-1,2000,3,2C_battery-8,0.02,BattNN,20,420.0,30,0.5,420,2026-05-24T20:59:21,2025,2.12.0+cpu,60,0.0005
0.1776428695044747,0.05410762215067,0.061021359281830695,0.24414037168923391,2022,XJTU-Batch-1,2000,4,2C_battery-8,0.02,BattNN,20,420.0,30,0.5,420,2026-05-24T20:59:21,2026,2.12.0+cpu,60,0.0005
0.1693025239235154,0.05162725926115609,0.05687596087308073,0.23558773366014935,2022,XJTU-Batch-1,2000,5,2C_battery-8,0.02,BattNN,20,420.0,30,0.5,420,2026-05-24T20:59:21,2027,2.12.0+cpu,60,0.0005
